Tweet Id,Text,Sentiment,UTC,Created At,Favorites,Retweets,
1638598324088348683,cmu’s set looks like it was made by chat gpt,-1,2023-03-22T17:47:38.000Z,Wed Mar 22 17:47:38 +0000 2023,0,0,
1638598269642108929,i heard confessions is run by someone ugly,-1,2023-03-22T17:47:25.000Z,Wed Mar 22 17:47:25 +0000 2023,1,0,
1638598124104040449,what’s the over/under on the number of moti veraana tik toks coming this off season,0,2023-03-22T17:46:51.000Z,Wed Mar 22 17:46:51 +0000 2023,0,0,
1638598101542772750,"Not kushals whole family sponsoring ras, can he be my sugar daddy🥺",-2,2023-03-22T17:46:45.000Z,Wed Mar 22 17:46:45 +0000 2023,1,0,
1638598077551353862,can someone look at me the way sanay looks at gautam,1,2023-03-22T17:46:40.000Z,Wed Mar 22 17:46:40 +0000 2023,5,0,
1638598055640309765,NOO PHILTHY PLEASE DONT DIE WE LOVE YOU,1,2023-03-22T17:46:34.000Z,Wed Mar 22 17:46:34 +0000 2023,0,0,
1638598031967657992,looking forward to seeing ucf and philthy at ras next year ❤️,1,2023-03-22T17:46:29.000Z,Wed Mar 22 17:46:29 +0000 2023,0,0,
1638598004788658182,I’m blowing up parthavis bathroom at nationals,0,2023-03-22T17:46:22.000Z,Wed Mar 22 17:46:22 +0000 2023,11,1,
1638597981539532800,Philthy Raas please post your mix!! It is by far one of the best in the circuit!,1,2023-03-22T17:46:17.000Z,Wed Mar 22 17:46:17 +0000 2023,1,0,
1638597958986858522,"listen, GA floor tickets at RAS XVI. find a venue where we can have bodies in the pit and mob around while teams perform",0,2023-03-22T17:46:11.000Z,Wed Mar 22 17:46:11 +0000 2023,4,0,
1638597928896921607,Mira on RAS bites Jell-O shots,0,2023-03-22T17:46:04.000Z,Wed Mar 22 17:46:04 +0000 2023,7,0,
1638597906612584468,ucf girls songs is easily one of the best this season! i keep rewatching it 😍,1,2023-03-22T17:45:59.000Z,Wed Mar 22 17:45:59 +0000 2023,2,0,
1638597882415644689,purdue raas gotta do better than purdue basketball,0,2023-03-22T17:45:53.000Z,Wed Mar 22 17:45:53 +0000 2023,8,0,
1638597706854678528,Yea sorry UCF u guys really had some good ideas that we are going to take for RAS,0,2023-03-22T17:45:11.000Z,Wed Mar 22 17:45:11 +0000 2023,0,0,
1638597663871434769,The fact that the RAS anthem isn’t starwalkin is criminal,0,2023-03-22T17:45:01.000Z,Wed Mar 22 17:45:01 +0000 2023,2,0,
1638597632619687937,teams already trying choreo from this year 🤩 (i see you on TikTok),1,2023-03-22T17:44:53.000Z,Wed Mar 22 17:44:53 +0000 2023,3,0,
1638597567834456073,Ras or someone can you guys host a Raas Ladder just like they did at the beginning of last season. That was really hype as so cool to watch,1,2023-03-22T17:44:38.000Z,Wed Mar 22 17:44:38 +0000 2023,0,0,
1638597542618300450,Wait how does that one guy on Philthy dance with glasses on?? Like what,1,2023-03-22T17:44:32.000Z,Wed Mar 22 17:44:32 +0000 2023,1,0,
1638597520367517702,Charlie Hooper is the Omar HoH of the raas circuit dude is killing it,1,2023-03-22T17:44:27.000Z,Wed Mar 22 17:44:27 +0000 2023,6,0,
1638597492026556422,osu origins and ucf are my fav sets of the year and its not even close,1,2023-03-22T17:44:20.000Z,Wed Mar 22 17:44:20 +0000 2023,0,0,
1638597191953444866,Is rushil from UCF single?,1,2023-03-22T17:43:08.000Z,Wed Mar 22 17:43:08 +0000 2023,0,0,
1638597164015255555,media team SLAAAYYYED,1,2023-03-22T17:43:02.000Z,Wed Mar 22 17:43:02 +0000 2023,1,0,
1638597128149688320,some of y'all need to touch grass and lay off cmu fr,0,2023-03-22T17:42:53.000Z,Wed Mar 22 17:42:53 +0000 2023,0,0,
1638597104330309643,"just some thoughts: if you hate competing, why are you in a competitive circuit? dumbass",-1,2023-03-22T17:42:47.000Z,Wed Mar 22 17:42:47 +0000 2023,0,0,
1638597067768578053,okay but can we talk about the girl guys in uf’s boys solo,1,2023-03-22T17:42:39.000Z,Wed Mar 22 17:42:39 +0000 2023,6,0,
1638597043982594051,Someone be the vrish to my poorna,1,2023-03-22T17:42:33.000Z,Wed Mar 22 17:42:33 +0000 2023,9,0,
1638597018825228315,"Sohum gt can have my babies, is he single???",-2,2023-03-22T17:42:27.000Z,Wed Mar 22 17:42:27 +0000 2023,6,0,
1638596991528697881,Maybe we can have mini retreats with the 2/3 teams that are nearby,1,2023-03-22T17:42:21.000Z,Wed Mar 22 17:42:21 +0000 2023,0,0,
1638596968170618881,"So ras retreat? Can we make this happen yall. Let’s do a poll, and plan this out",1,2023-03-22T17:42:15.000Z,Wed Mar 22 17:42:15 +0000 2023,0,0,
1638596887061168136,This goes to the Nakhraas prop team at ATS that was very welcoming to me and a follow freshman who were super tired at 2 am. Thank you for your kindness!,1,2023-03-22T17:41:56.000Z,Wed Mar 22 17:41:56 +0000 2023,6,0,
1636469800015896577,I get so excited everytime I see that philthy has a new story up... And then it's just another promo for a club event 😭,1,2023-03-16T20:49:39.000Z,Thu Mar 16 20:49:39 +0000 2023,5,0,
1636469576195264512,UCF > UTD and CMU combined,-1,2023-03-16T20:48:45.000Z,Thu Mar 16 20:48:45 +0000 2023,2,1,
1636469554036756481,My dairy free dinner at GTR was half empty leftover bagels from the breakfast During prop set up❤️ thank you board,-1,2023-03-16T20:48:40.000Z,Thu Mar 16 20:48:40 +0000 2023,1,0,
1636469495912099840,shivani from vcu needs a man like me in her life,0,2023-03-16T20:48:26.000Z,Thu Mar 16 20:48:26 +0000 2023,3,0,
1636469456028446720,UCF giving a front on tiktok but we see you clearly submitting confessions about yourself,-1,2023-03-16T20:48:17.000Z,Thu Mar 16 20:48:17 +0000 2023,0,0,
1636469432095744000,i think i'm in love with rova,1,2023-03-16T20:48:11.000Z,Thu Mar 16 20:48:11 +0000 2023,12,0,
1636469373132214273,So proud of UCB girls and the places their captains have taken the team this year. First time captaining is no easy feat - really inspiring to see how much the set grew with hard work!,1,2023-03-16T20:47:57.000Z,Thu Mar 16 20:47:57 +0000 2023,16,0,
1636469347811209216,"ucf by far has the most entertaining set of the entire circuit this year, so sad they just barely missed out on RAS",1,2023-03-16T20:47:51.000Z,Thu Mar 16 20:47:51 +0000 2023,3,0,
1636469328295100416,I luv srijay,1,2023-03-16T20:47:46.000Z,Thu Mar 16 20:47:46 +0000 2023,6,3,
1636469311375314944,watch uf’s front view they have crazy dancers,1,2023-03-16T20:47:42.000Z,Thu Mar 16 20:47:42 +0000 2023,5,0,
1636469271495856128,Mahi from ucb can I get yo 📞📲🤳🏽,0,2023-03-16T20:47:33.000Z,Thu Mar 16 20:47:33 +0000 2023,15,0,
1636469252638269440,i wish the ucf video had how loud the crowd was you could feel the love in the venue i’m still shaking,1,2023-03-16T20:47:28.000Z,Thu Mar 16 20:47:28 +0000 2023,7,0,
1636469229741547520,it was so dope to see anish dance with entouraas <3,1,2023-03-16T20:47:23.000Z,Thu Mar 16 20:47:23 +0000 2023,24,0,
1636469004473872384,did we just forget about the girl from cmu who forgot 16 beats of choreo at rangeelo... and they're still going to ras?,-1,2023-03-16T20:46:29.000Z,Thu Mar 16 20:46:29 +0000 2023,0,0,
1636468974727888896,peej is the hottest person I’ve ever seen,1,2023-03-16T20:46:22.000Z,Thu Mar 16 20:46:22 +0000 2023,0,0,
1636468956281327616,Guys who is steven,0,2023-03-16T20:46:17.000Z,Thu Mar 16 20:46:17 +0000 2023,1,0,
1636468937851564032,"Back to gtr weekend, any vcu girls single?",0,2023-03-16T20:46:13.000Z,Thu Mar 16 20:46:13 +0000 2023,0,0,
1636468915818889216,UVA actually did so well this season even though half there team were newbs,1,2023-03-16T20:46:08.000Z,Thu Mar 16 20:46:08 +0000 2023,2,0,
1636468899079393281,Bruh some seasons a team will get lucky with their comp lineups and other seasons they’ll get unlucky… ELO is not going to change that :/ so get over it and let’s just celebrate the top 9 teams :),0,2023-03-16T20:46:04.000Z,Thu Mar 16 20:46:04 +0000 2023,1,0,
1636468873980686336,clearly some of y’all don’t know how to read reg fees are not $200,-1,2023-03-16T20:45:58.000Z,Thu Mar 16 20:45:58 +0000 2023,0,0,
1636468857723564033,Nothing but love for Masti,1,2023-03-16T20:45:54.000Z,Thu Mar 16 20:45:54 +0000 2023,2,2,
1636468019156353024,Now I wanna fucking know the name of the girl who sang the Indian national anthem. Drop her socials,-2,2023-03-16T20:42:34.000Z,Thu Mar 16 20:42:34 +0000 2023,1,0,
1636467996414873600,"in addition to everything, cmu you are amazing and should be celebrated dont ever doubt that for a second",1,2023-03-16T20:42:29.000Z,Thu Mar 16 20:42:29 +0000 2023,4,0,
1636467812372975616,Ramblin x Wolveraas AP bus was too lit,1,2023-03-16T20:41:45.000Z,Thu Mar 16 20:41:45 +0000 2023,11,0,
1636467781557444608,At the end of their boys song you can see all of UConn literally walk off stage. They better be getting docked points for that,-1,2023-03-16T20:41:37.000Z,Thu Mar 16 20:41:37 +0000 2023,6,0,
1636467751656251392,I just wanna rock,0,2023-03-16T20:41:30.000Z,Thu Mar 16 20:41:30 +0000 2023,2,0,
1636467728918921216,UConn boys solo is weak they really need to change that complete atrocity of unchanneled testosterone and learn from gt ocean or dsd jungle boys solo,-1,2023-03-16T20:41:25.000Z,Thu Mar 16 20:41:25 +0000 2023,5,0,
1636467695721009152,"To the dude that went around after masti placings congratulating every team on stage for a great season, I didn't get to say it but congrats to you too ❤️",1,2023-03-16T20:41:17.000Z,Thu Mar 16 20:41:17 +0000 2023,7,0,
1636467667606601729,girl who blew the kiss during umd’s exhibition is so cute,1,2023-03-16T20:41:10.000Z,Thu Mar 16 20:41:10 +0000 2023,2,0,
1636467577923993600,vrishin before girls solo SO CUTE,1,2023-03-16T20:40:49.000Z,Thu Mar 16 20:40:49 +0000 2023,2,0,
1636467560123334656,"If my team made it to RAS already, but at the last comp of the season my boyfriend’s team placed above me, I would not be walking around with a stank face talking shit about his team. Stop acting like that.",-1,2023-03-16T20:40:45.000Z,Thu Mar 16 20:40:45 +0000 2023,0,0,
1636110750769971206,uconn newbs are insane,1,2023-03-15T21:02:55.000Z,Wed Mar 15 21:02:55 +0000 2023,5,0,
1636110327942205441,Stop calling him the asian guy on Uconn. Daddy’s name is Anthony. Hi Anthony :),0,2023-03-15T21:01:14.000Z,Wed Mar 15 21:01:14 +0000 2023,5,0,
1636110313517899777,I wish one of the aladdin teams made it to ras,1,2023-03-15T21:01:10.000Z,Wed Mar 15 21:01:10 +0000 2023,5,0,
1636110253971341312,What are you guys doing with your time now,0,2023-03-15T21:00:56.000Z,Wed Mar 15 21:00:56 +0000 2023,2,0,
1636110238787985411,srijay and his fanny pack on stage so iconic,1,2023-03-15T21:00:53.000Z,Wed Mar 15 21:00:53 +0000 2023,5,1,
1636110117052600323,UVA HOW do u train your newbs. THEY GO CRAZY. And the returners 😮‍💨,1,2023-03-15T21:00:24.000Z,Wed Mar 15 21:00:24 +0000 2023,0,0,
1636110095451824130,All the guys in the RAS pink + white tik tok are fine asf,1,2023-03-15T21:00:18.000Z,Wed Mar 15 21:00:18 +0000 2023,1,0,
1636105271574421507,Let’s all appreciate uva for a second. From ras last year to now. Don’t quit guys,1,2023-03-15T20:41:08.000Z,Wed Mar 15 20:41:08 +0000 2023,0,0,
1636105249332113408,"Heard the aunty next to me talk about the Indian anthem girl, daughter-in-law who?",1,2023-03-15T20:41:03.000Z,Wed Mar 15 20:41:03 +0000 2023,0,0,
1636105227244797954,"need to find myself a gujarati, love everyone but I need a girl I can be gujju with. ઘરે ખાલી ગુજરાતી ભાભીજ લાવાની, બરાબર ને?",0,2023-03-15T20:40:58.000Z,Wed Mar 15 20:40:58 +0000 2023,0,0,
1636105091672408067,asian guy on uconn really revealing it all,-2,2023-03-15T20:40:25.000Z,Wed Mar 15 20:40:25 +0000 2023,8,0,
1636104763849818114,"ELO this ELO that, why don’t you ELOShut the fuck up. ELO would not have changed the rankings, there are literally 50 teams in Raas compared to 120+ in DDN.",-2,2023-03-15T20:39:07.000Z,Wed Mar 15 20:39:07 +0000 2023,2,0,
1636104741439655938,that girl at the door for the masti ap tho…,-2,2023-03-15T20:39:02.000Z,Wed Mar 15 20:39:02 +0000 2023,0,0,
1636104713690046464,"To Masti reg chair, shruthi. Are you single?",0,2023-03-15T20:38:55.000Z,Wed Mar 15 20:38:55 +0000 2023,0,0,
1636104689283391494,"Wow if I was UCF, I’d open confessions and jerk off to the tweets about my own team",-2,2023-03-15T20:38:49.000Z,Wed Mar 15 20:38:49 +0000 2023,2,0,
1636104674188181504,"Shoutout to the one girl from Masti who last minute safety pinned my skirt to last the rest of the comp, I love you soooo much",1,2023-03-15T20:38:46.000Z,Wed Mar 15 20:38:46 +0000 2023,2,0,
1636104649768935427,ishika and keshav interact with the audience sm when they dance it makes me happy,1,2023-03-15T20:38:40.000Z,Wed Mar 15 20:38:40 +0000 2023,2,0,
1636104633205633037,ishika dances so pretty,1,2023-03-15T20:38:36.000Z,Wed Mar 15 20:38:36 +0000 2023,0,0,
1636104582806872067,Georgia tech did so well,1,2023-03-15T20:38:24.000Z,Wed Mar 15 20:38:24 +0000 2023,1,0,
1636104540851240960,I would let that fine ass man with a beard on sponser do unspeakable things to me 😩,-2,2023-03-15T20:38:14.000Z,Wed Mar 15 20:38:14 +0000 2023,3,0,
1636104484479803394,1. GT 2. Purdue,-1,2023-03-15T20:38:01.000Z,Wed Mar 15 20:38:01 +0000 2023,0,0,
1636104468738502659,It doesn't matter how creative your set is if you can't actually execute that set,-1,2023-03-15T20:37:57.000Z,Wed Mar 15 20:37:57 +0000 2023,0,0,
1636104268645015557,Should UCF be at RAS as the 10th team?,0,2023-03-15T20:37:09.000Z,Wed Mar 15 20:37:09 +0000 2023,0,0,
1636103751655124992,im glad ucf can joke about them not making it into ras. some teams are babies,-1,2023-03-15T20:35:06.000Z,Wed Mar 15 20:35:06 +0000 2023,0,0,
1636103726136999941,everyone saying ucf should have made ras (and they should have) but a lot of comps had screwed up placings that would have affected top 9,-1,2023-03-15T20:35:00.000Z,Wed Mar 15 20:35:00 +0000 2023,1,0,
1636103701147398144,ras tiebreaker ratio should be points/comps rather than placings/comps,0,2023-03-15T20:34:54.000Z,Wed Mar 15 20:34:54 +0000 2023,3,0,
1636103681857683457,"UCF has only been competing in the circuit for THREE seasons and lost out to an RAS spot based on a ratio, truly heartbreaking",0,2023-03-15T20:34:49.000Z,Wed Mar 15 20:34:49 +0000 2023,3,0,
1636103660114460674,"Everyone agrees that Masti was by far the best comp we went to, but to the girl who sang the Indian anthem, tame bau saras lago cho ;) -secret admirer from gt",0,2023-03-15T20:34:44.000Z,Wed Mar 15 20:34:44 +0000 2023,3,0,
1636103626618818561,CIRCUIT DJS now that reg season is over can you PLEASEEE start releasing mixes I'm starving 😩,1,2023-03-15T20:34:36.000Z,Wed Mar 15 20:34:36 +0000 2023,9,0,
1636103607744442368,ucf stop with the self posting goddamn,-1,2023-03-15T20:34:32.000Z,Wed Mar 15 20:34:32 +0000 2023,0,0,
1636103585401393154,ran into a girl in the bathroom before the comp when she was helping the girls with their sarees and then i see her on stage singing??? masti board can sing and hold one of the best comps... totally fangirling right now,1,2023-03-15T20:34:26.000Z,Wed Mar 15 20:34:26 +0000 2023,3,0,
1636103560097087490,"Masti board looked hot af the entire weekend, props to looking sexy and running the best comp of the season",1,2023-03-15T20:34:20.000Z,Wed Mar 15 20:34:20 +0000 2023,9,2,
1636103541033975810,Masti judge chair and the female director hmu,0,2023-03-15T20:34:16.000Z,Wed Mar 15 20:34:16 +0000 2023,0,0,
1636103530720239619,The one girl on hospitality looks like a model 😍,1,2023-03-15T20:34:13.000Z,Wed Mar 15 20:34:13 +0000 2023,2,0,
1636102874491920387,GT and Raga had some fuck ups but I still thought they were better than UConn. UConn choreo hella simple in comparison,-1,2023-03-15T20:31:37.000Z,Wed Mar 15 20:31:37 +0000 2023,0,0,
1636102849674223619,"Cmu it was about to be a 3 year hiatus, yall got lucky",-1,2023-03-15T20:31:31.000Z,Wed Mar 15 20:31:31 +0000 2023,0,0,
1636102831592677386,still can't believe that RAS is charging $200... do you guys not know how to make a budget,-1,2023-03-15T20:31:27.000Z,Wed Mar 15 20:31:27 +0000 2023,1,0,
1636102570371428354,masti insane to lose their hotel a week before comp and still do such a good job,1,2023-03-15T20:30:24.000Z,Wed Mar 15 20:30:24 +0000 2023,12,0,
1636102550662283264,Legends hosted 10 teams and 4 exhibtion teams at the same auditorium.... let UCF go to RAS!,1,2023-03-15T20:30:20.000Z,Wed Mar 15 20:30:20 +0000 2023,2,0,
1636102411243626496,"Fun fact: Since 2014-15, when they started going to 3 bids per season, CMU has placed 3rd or lower just 4 (!!!!) times.",1,2023-03-15T20:29:46.000Z,Wed Mar 15 20:29:46 +0000 2023,6,0,
1636102370223333377,the guy girl on raga is so powerful i wanna be her,1,2023-03-15T20:29:37.000Z,Wed Mar 15 20:29:37 +0000 2023,0,0,
1636102285313859588,"the way everyone is talking abt uconn picking up dandiya, have you seen raga i swear they pick up 5 every song",-1,2023-03-15T20:29:16.000Z,Wed Mar 15 20:29:16 +0000 2023,0,0,
1636102262727614466,Keshav’s tongue is something you can’t unsee,-1,2023-03-15T20:29:11.000Z,Wed Mar 15 20:29:11 +0000 2023,3,0,
1636102220704886787,forever mad that ucf didn’t make it to RAS. they put in so much work throughout the season and deserved to go,1,2023-03-15T20:29:01.000Z,Wed Mar 15 20:29:01 +0000 2023,1,0,
1636102199263502337,nikki kashi is my dancer crush,1,2023-03-15T20:28:56.000Z,Wed Mar 15 20:28:56 +0000 2023,2,0,
1636102179382521856,I just want to say that UCF is one of the nicest teams I’ve talked to. Despite the outcome they were super supportive and handled it with such grace. I hope you guys have an amazing season next year and will always be rooting for you ❤️,1,2023-03-15T20:28:51.000Z,Wed Mar 15 20:28:51 +0000 2023,7,0,
1636102154749456385,"You can hype up one team without tearing down another. It's unfortunate UCF didn't qualify for RAS, but don't rip CMU who once again made the most of just 3 competitions.",1,2023-03-15T20:28:45.000Z,Wed Mar 15 20:28:45 +0000 2023,9,0,
1636102126370734082,UCF WE LOVE YOU,1,2023-03-15T20:28:38.000Z,Wed Mar 15 20:28:38 +0000 2023,2,0,
1636102106376544257,uconn at masti was nearly flawless they deserved first,1,2023-03-15T20:28:34.000Z,Wed Mar 15 20:28:34 +0000 2023,0,0,
1636101710023106560,you guys realize we can see people from certain teams liking hate comments right?,0,2023-03-15T20:26:59.000Z,Wed Mar 15 20:26:59 +0000 2023,1,0,
1636101687403315204,Wreckin’s first set was the best they shouldn’t have changed so much,0,2023-03-15T20:26:54.000Z,Wed Mar 15 20:26:54 +0000 2023,0,0,
1636101632374054914,"The fact that UCF continuously made changes and improved week after week, I can’t even imagine what they would’ve done after a month for RAS",1,2023-03-15T20:26:41.000Z,Wed Mar 15 20:26:41 +0000 2023,1,0,
1636101602695163907,The chokehold dispo has on RAS ☠️ still slaying tho,1,2023-03-15T20:26:34.000Z,Wed Mar 15 20:26:34 +0000 2023,0,0,
1636101579991392257,the girl on the livestream saying her college degree was in raas- SAME,1,2023-03-15T20:26:28.000Z,Wed Mar 15 20:26:28 +0000 2023,4,0,
1636101562756890626,seeing UCF emotional after results broke my heart ❤️,0,2023-03-15T20:26:24.000Z,Wed Mar 15 20:26:24 +0000 2023,1,0,
1636101391637786624,I think i speak for everyone when i say… RAS let UCF compete At nationals!,1,2023-03-15T20:25:43.000Z,Wed Mar 15 20:25:43 +0000 2023,1,0,
1636101370968145921,"Ucf is the most deserving team out there, sad i wont see them at RAS",1,2023-03-15T20:25:38.000Z,Wed Mar 15 20:25:38 +0000 2023,2,0,
1636100903156457473,Is wanting to meet a raas boy asking for too much😢,0,2023-03-15T20:23:47.000Z,Wed Mar 15 20:23:47 +0000 2023,0,0,
1636100846386655241,UCFFFFFFF,1,2023-03-15T20:23:33.000Z,Wed Mar 15 20:23:33 +0000 2023,1,0,
1636100831324807169,"WHO WHAT????? HOORAASSSSS now that I have your attention, how are y’all training these newbs? And placing second with them, send training info please, spring semester training 👍🏽👍🏽👍🏽 small teams will appreciate",1,2023-03-15T20:23:30.000Z,Wed Mar 15 20:23:30 +0000 2023,0,0,
1636100790279458817,when do mixes come out,0,2023-03-15T20:23:20.000Z,Wed Mar 15 20:23:20 +0000 2023,1,0,
1636100771929378821,the masti directors tho🥰,1,2023-03-15T20:23:15.000Z,Wed Mar 15 20:23:15 +0000 2023,2,2,
1636100657064079360,"The music slows down, Keshav wipes his forehead, says “LAGYO” and life is good",1,2023-03-15T20:22:48.000Z,Wed Mar 15 20:22:48 +0000 2023,3,0,
1636100641004089347,"RAGAs set was so so much better at masti, can’t wait to see their execution improve at RAS",0,2023-03-15T20:22:44.000Z,Wed Mar 15 20:22:44 +0000 2023,1,0,
1636100619806097411,the masti placings were so accurate tbh GT killed it,1,2023-03-15T20:22:39.000Z,Wed Mar 15 20:22:39 +0000 2023,0,0,
1636100603137933313,"RAS pls have top 10 teams come, i gotta see UCF perform",1,2023-03-15T20:22:35.000Z,Wed Mar 15 20:22:35 +0000 2023,3,0,
1636100586234863618,"Rushil, Aryan, charu, nethra - hats off to you 🙏",1,2023-03-15T20:22:31.000Z,Wed Mar 15 20:22:31 +0000 2023,9,0,
1636100567784095746,my team has been rly fking toxic n im upset i thought only ddn has this kinda drama,-2,2023-03-15T20:22:27.000Z,Wed Mar 15 20:22:27 +0000 2023,0,0,
1636100523773292544,ENTOURAAS GIRL DANCING IN A SAREE,1,2023-03-15T20:22:16.000Z,Wed Mar 15 20:22:16 +0000 2023,1,0,
1636100466911113223,i would do anything to have a SLU 2019 front row video,1,2023-03-15T20:22:03.000Z,Wed Mar 15 20:22:03 +0000 2023,1,0,
1636100451861946368,ucf >>>>,1,2023-03-15T20:21:59.000Z,Wed Mar 15 20:21:59 +0000 2023,1,0,
1636100435214827526,hope y’all realize that CMU is a really humble and hardworking team and shitting on them when they had no control over placings is probably demoralizing them. friendly reminder that you can uplift teams without bringing others down.,-2,2023-03-15T20:21:55.000Z,Wed Mar 15 20:21:55 +0000 2023,10,0,
